NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
512,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2218278,26,2
513,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO Z 125,1101100,35,2
515,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI POP CW,3100000,23,2
516,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO TECHNO 110,3663721,23,2
517,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,1969880,23,2
518,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,4300000,35,2
520,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,KAWASAKI,NINJA 250 ABS FI,12800000,35,2
521,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,7400000,29,2
523,CILILIN,CILILIN,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,4400000,23,2
524,CIKOLE,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4050000,23,2
525,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 S,4200000,23,2
526,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3300000,23,2
527,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3400000,23,2
528,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4900000,35,2
531,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5600000,29,2
540,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),6450000,17,2
541,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO110 CBS ISS,3050000,11,2
553,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250,18000000,23,2
562,CIHAMPELAS,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,8775000,17,2
563,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,1500000,17,2
564,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO S,2150000,17,2
565,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT ESP CBS ISS DLX,1750000,17,2
566,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,ALL NEW X-RIDE 125,4700000,11,2
571,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2600000,35,2
577,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2006601,26,2
580,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,1690654,33,2
590,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,FINO GRANDE 125,3131730,24,2
591,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,3400000,35,2
596,CIKAHURIPAN,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,4400000,23,2
597,KARYAWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,3112747,33,2
600,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VERZA 150 SW,2700000,23,2
601,CILAME,NGAMPRAH,KAB. BANDUNG,MOTOR BEKAS,HONDA,NEW BLADE CW,3471600,16,2
606,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,X - RIDE,1750000,29,2
607,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,2800000,29,2
609,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,NEW MIO M3 CW,2100000,23,2
610,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,ALL NEW R15 155 VVA,5500000,23,2
611,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,9825000,23,2
613,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,4400000,23,2
614,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,6100000,23,2
616,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3300000,35,2
619,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2900000,23,2
620,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,AEROX 155 VVA R,3175000,35,2
621,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,6655000,23,2
622,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO S,1600000,35,2
624,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,1725941,28,2
626,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,SUPRA X 125 CW,2374171,29,2
630,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA R,2445460,35,2
635,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,NEW VIXION,3000000,23,2
636,JAYAGIRI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,4375000,35,2
640,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2800000,35,2
641,MELONG,CIMAHI SELATAN,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,LEXI,3100000,35,2
645,TENJOLAUT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,4650000,11,2
648,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5900000,17,2
649,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,2200000,35,2
654,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3100000,35,2
658,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,4738940,23,2
659,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,3178409,28,2
660,CITALEM,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3385950,26,2
661,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250 FI,14300000,35,2
662,SUKAJAYA,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,4200000,29,2
664,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2278730,29,2
666,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,BYSON,4799160,23,2
669,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,2319690,28,2
670,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,1600000,23,2
671,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,23,2
672,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 G,4700000,35,2
673,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3500000,35,2
674,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,2900000,35,2
675,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,4000000,35,2
677,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,5100000,23,2
679,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R25 ABS,9300000,35,2
681,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,X - RIDE,1950000,23,2
684,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3300000,35,2
685,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,5600000,23,2
688,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3150000,17,2
692,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5000000,17,2
693,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,XMAX,10400000,35,2
694,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,7950000,35,2
697,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,484240,35,2
698,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NINJA 250,13200000,23,2
701,TENJOLAUT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2900000,35,2
702,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,XABRE,3900000,23,2
703,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,PIAGGIO,SPRINT 150 ABS,9500000,23,2
704,CIPADA,CIKALONG WETAN,KAB. BANDUNG,MOTOR BEKAS,HONDA,SONIC 150 R,2575000,35,2
705,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,6700000,11,2
708,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2100000,23,2
712,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2600000,23,2
719,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,PCX150,4100000,23,2
723,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3000000,35,2
726,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW X-RIDE 125,1900000,35,2
730,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3800000,35,2
731,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3500000,35,2
736,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3984401,26,2
737,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY,2168581,33,2
749,CEMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150 SCDZ,2550000,23,2
750,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,5000000,23,2
753,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO Z 125,2600000,29,2
758,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,3550000,35,2
760,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,5300000,23,2
763,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,X - RIDE,1800000,23,2
764,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,6300000,35,2
765,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,ADV 150 CBS,9300000,35,2
767,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2900000,35,2
768,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,6700000,35,2
769,RANCA SENGGANG,SINDANGKERTA,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,4511551,29,2
771,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEWBEAT FICW-CBSPLUS,5703368,14,2
772,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,4800000,23,2
781,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2800000,35,2
787,MEKARWANGI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,FREEGO S,4000000,35,2
789,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,LEXI,3100000,35,2
793,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1700000,35,2
796,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,4675000,11,2
797,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155 ABS,5075000,23,2
798,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2900000,35,2
799,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NSCOOPY FI CLSC MTRO,2550000,35,2
801,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,SOUL GT 125 AKS,2200000,35,2
809,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,2177942,30,2
810,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,5925549,30,2
811,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,5250250,27,2
813,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 150 VR,2953673,34,2
815,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA R,7300000,35,2
816,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY,5100000,35,2
817,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,4850000,35,2
820,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5365051,30,2
821,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1596421,27,2
822,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,5584671,26,2
826,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,VEGA RR-DB,2431352,23,2
827,LANGENSARI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,8025000,23,2
831,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO Z 125,2506086,23,2
834,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4700000,23,2
836,GUDANGKAHURIPAN,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,5000000,23,2
838,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3600000,23,2
840,CIMANGGU,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,3000000,35,2
841,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CW ESP,3800000,23,2
844,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2600000,23,2
846,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125ESP CBS ISS,3100000,23,2
849,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3800000,29,2
853,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,6000000,23,2
854,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3250000,23,2
856,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,7150000,35,2
857,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1800000,23,2
862,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2418413,32,2
867,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO M3 125,2500000,23,2
871,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4575000,23,2
872,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3900000,35,2
875,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,KAWASAKI,KLX 150 G,5000000,35,2
878,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,9600000,23,2
880,SARIWANGI,PARONGPONG,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2800000,23,2
892,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3500000,11,2
893,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,23,2
895,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2650000,23,2
896,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4700000,17,2
897,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,XEON RC,2600000,11,2
900,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW,2350000,35,2
904,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW MIO GT,1800000,35,2
906,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2900000,35,2
910,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,3100000,35,2
923,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO S,6168143,20,2
925,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO FI SPORTY,2818926,22,2
926,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2306003,29,2
929,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO J-CW FI,39102,33,2
932,SUKAJAYA,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,2600000,24,2
933,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,2700000,35,2
935,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4700000,35,2
936,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3200000,23,2
938,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,6150000,23,2
940,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,5450000,29,2
941,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6800000,23,2
942,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,2000000,23,2
943,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,29,2
949,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2400000,23,2
951,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,2750000,23,2
954,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3450000,23,2
955,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,4100000,35,2
957,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,KAWASAKI,NINJA RR,6500000,23,2
959,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,2000000,35,2
966,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,6000000,35,2
969,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,4500000,35,2
973,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150 SCDZ,2700000,23,2
977,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,4800000,23,2
979,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2600000,35,2
984,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,ALL NEW R15 155 VVA,4900000,17,2
985,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,4000000,17,2
988,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,1850000,35,2
992,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2900000,35,2
995,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW MIO GT,1500000,29,2
1007,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,7250000,35,2
1008,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,4033680,35,2
1009,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW,3442390,35,2
1011,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4550000,35,2
1022,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3100000,23,2
1023,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CBS FI,2800000,23,2
1024,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2800000,35,2
1025,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,4300000,35,2
1026,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4000000,29,2
1029,GANJARSARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU150 SCD2A,2600000,35,2
1030,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,4307413,25,2
1032,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,14450000,23,2
1033,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO J-TEEN FI,1350000,17,2
1034,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5000000,35,2
1035,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW PCX 150 ABS,7000000,17,2
1038,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,4600000,29,2
1040,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3700000,23,2
1045,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3500000,35,2
1046,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MX KING 150 GP MVSTR,4000000,23,2
1047,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO FI PREMIUM,2900000,23,2
1048,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2750000,17,2
1049,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NMAX ABS,5700000,17,2
1051,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3750000,35,2
1056,LANGENSARI,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,MX KING 150 GP MVSTR,3200000,35,2
1058,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NMAX ABS,7500000,35,2
