NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
5446,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,SONIC 150 R,5098196,27,1
5447,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,2
5448,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,5100000,29,2
5449,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,PIAGGIO,VESPA LX 125 I-GET,9700000,36,2
5450,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,7648867,23,2
5451,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4600000,27,2
5452,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,R15,2418970,29,1
5453,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,5300000,23,2
5454,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5200000,35,2
5455,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,34,1
5456,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,GEAR 125 S-VERSION,2700000,35,2
5457,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4300000,33,2
5458,RANCAPANGGUNG,CILILIN,KAB. BANDUNG,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,5500000,33,2
5459,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2800000,23,1
5460,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,4400000,33,2
5461,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3574540,23,1
5462,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2789860,35,2
5463,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BARU,NOZOMI,AZABU WCR 200CC LC,8500000,35,1
5464,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3600000,23,1
5465,SADANGMEKAR,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,2800000,23,1
5466,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,8714771,18,1
5467,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4249913,23,1
5468,CICANGKANG GIRANG,SINDANGKERTA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5249150,26,1
5469,RANCAPANGGUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 250SE+ABS,23800438,17,1
5470,SUKAMULYA,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,8500000,35,1
5471,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,KAISAR,TRISEDA RX LONG 150,10100000,35,2
5472,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,33,2
5473,CINTAASIH,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4100000,35,2
5474,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3900000,35,1
5475,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,9410381,22,1
5476,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,5689784,19,1
5477,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2044384,29,2
5478,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,35,2
5479,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,8000000,23,1
5480,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,5000000,17,2
5481,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VERZA 150 CW,4700000,23,1
5482,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,5500000,29,2
5483,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,SUZUKI,GSX 150 BANDIT,8200000,35,2
5484,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,4263480,23,1
5485,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2300000,23,1
5486,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,7300000,23,1
5487,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4600000,29,2
5488,CICADAS,RONGGA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER Z CW FI,2000000,23,1
5489,SUKAHAJI,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4100000,33,2
5490,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6000000,35,2
5491,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3600000,17,1
5492,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33,1
5493,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33,1
5494,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA SS,8100000,17,1
5495,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),2400000,23,1
5496,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,CB VERZA 150,3200000,35,2
5497,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,3200000,23,1
5498,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,2700000,29,1
5499,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,2
5500,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW CBR 150R STANDAR,12353752,21,2
5501,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3000000,35,1
5502,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4000000,17,1
5503,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CW ESP,3000000,17,1
5504,PASIRLANGU,CISARUA,KAB. BANDUNG,MOTOR BARU,SUZUKI,GSX R 150,6000000,35,2
5505,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C,3900000,29,2
5506,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,17,2
5507,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4500000,23,1
5508,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,5600000,35,2
5509,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,CBR 150 R,4200000,23,1
5510,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,FINO FI SPORTY,1200000,35,1
5511,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO Z 125,2200000,17,1
5512,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1800000,23,1
5513,CINTAASIH,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,2
5514,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3500000,23,1
5515,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5100000,17,2
5516,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO Z 125,2500000,17,1
5517,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,VEGA RR-DB,2800000,17,1
5518,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,2
5519,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3000000,33,1
5520,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3800000,23,1
5521,CIKALONG,CIKALONG WETAN,KAB. BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,3300000,29,1
5522,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,7400000,17,1
5523,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,2900000,33,2
5524,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,CB 150 R STREETFIRE,4600000,23,2
5525,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO110 CBS,1900000,17,1
5526,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,16400000,23,1
5527,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1700000,23,1
5528,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XMAX,10500000,17,1
5529,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,3500000,23,1
5530,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2800000,23,1
5531,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,6600000,23,1
5532,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,2
5533,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,2
5534,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R,2500000,17,1
5535,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI CBS ESP PLUS,7425000,17,1
5536,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5200000,23,1
5537,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3700000,23,1
5538,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,5100000,23,2
5539,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,4300000,23,1
5540,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA R,9200000,35,2
5541,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,35,2
5542,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3800000,17,1
5543,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4600000,23,1
5544,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,2
5545,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO SPRT 125 BLU CR,5300000,17,1
5546,SIRNARAJA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3500000,33,2
5547,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEWSUPRA X 125 FI CW,4200000,23,2
5548,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4500000,17,1
5549,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,6500000,29,1
5550,BARANANGSIANG,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,3200000,33,2
5551,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,3500000,35,2
5552,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2400000,11,1
5553,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2800000,33,2
5554,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3550000,35,2
5555,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,2
5556,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,CB 150 R STREETFIRE,5000000,23,2
5557,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3200000,23,1
5558,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY FASHION,3100000,29,2
5559,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 CBS,5200000,23,2
5560,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,9271851,9,1
5561,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,5000000,33,2
5562,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4900000,23,1
5563,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,6400000,23,2
5564,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2700000,23,2
5565,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,29,1
5566,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW ESP,1200000,17,1
5567,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,3725000,17,1
5568,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,6800000,23,1
5569,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2100000,17,1
5570,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3300000,35,2
5571,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,X - RIDE,1900000,11,1
5572,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4825000,17,1
5573,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,23,2
5574,MEKARSARI,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1800000,23,1
5575,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4600000,23,1
5576,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,CBR 150 R,6000000,29,2
5577,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3000000,23,2
5578,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,29,2
5579,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,8375054,13,1
5580,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI CBS ISS,2700000,23,2
5581,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,5200000,35,2
5582,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4700000,29,2
5583,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,5200000,23,1
5584,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,6100000,11,1
5585,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO M3 125,2125000,11,1
5586,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,2
5587,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,5200000,29,2
5588,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,7300000,23,2
5589,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3100000,17,1
5590,TANJUNGJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2750000,35,2
5591,CIJENUK,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2500000,17,1
5592,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,5600000,17,1
5593,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5100000,35,2
5594,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,5900000,35,2
5595,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,1700000,23,1
5596,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C ABS,5300000,23,2
5597,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,GT 125,1800000,23,1
5598,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2100000,17,1
5599,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO M3 125,2325000,11,1
5600,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2650000,35,2
5601,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,4000000,17,1
5602,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,29,1
5603,SUKASARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,3300000,35,2
5604,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,VIAR,CROSS X 150,4000000,11,2
5605,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2425000,17,1
5606,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4300000,33,2
5607,GANJARSARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,2
5608,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,5000000,29,1
5609,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,2
5610,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,8200000,23,1
5611,JAMBUDIPA,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3600000,35,2
5612,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESP CBS,5000000,33,2
5613,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWBEAT FICW-CBSPLUS,2000000,17,1
5614,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6000000,23,1
5615,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO J SPORTY,2200000,11,1
5616,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW XSR 155,6600000,29,2
5617,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,3700000,17,1
5618,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250,5400000,17,1
5619,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2850000,23,1
5620,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,2
5621,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,2
5622,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5100000,35,2
5623,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,2700000,29,2
5624,SIRNAJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,HONDA,CRF 150 L,7000000,29,2
5625,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,4600000,33,2
5626,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO SOUL GT,1400000,23,1
5627,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,7900000,29,2
5628,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,1625000,23,1
5629,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2500000,23,1
5630,NYENANG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3900000,23,1
5631,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,3900000,28,2
5632,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,6500000,35,2
5633,RANCAPANGGUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,6200000,23,2
5634,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,35,2
5635,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3300000,23,1
5636,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,CRF 150 L,7450000,29,2
5637,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,3400000,33,2
5638,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,3000000,23,1
5639,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XMAX,22125000,35,1
5640,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4400000,11,1
5641,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,6000000,33,2
5642,BONGAS,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWBEAT FICW-CBSPLUS,4400000,17,1
5643,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO J-FI,1300000,11,1
5644,SARINAGEN,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,32,2
5645,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1500000,17,1
5646,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3600000,35,2
5647,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,2
5648,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,6400000,17,1
5649,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,4500000,23,1
