NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
8655,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,GSX R 150,2000000,35,1
8656,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2200000,35,0
8657,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW JUPITER MX CW,2000000,35,0
8658,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO FI SPORTY,1700000,35,0
8659,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,3300000,35,1
8660,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,R15 GP MOVISTAR,4500000,35,0
8661,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,4000000,35,1
8662,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,MIO S,3600000,35,1
8663,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 250SE+ABS,14898560,35,0
8664,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,6100000,35,1
8665,CILANGARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW,2500000,35,1
8666,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4500000,35,1
8667,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KSR PRO,10000000,35,1
8668,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CW FI,1800000,35,1
8669,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3000000,35,1
8670,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
8671,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,3400000,35,1
8672,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,KAWASAKI,W 175 CAFE,10000000,35,1
8673,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2000000,35,1
8674,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,KAWASAKI,KLX 150 G,6200000,35,1
8675,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D TRACKER 150,2600000,35,0
8676,SINDANGKERTA,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,KAWASAKI,NEW NINJA 250 R,19500000,35,1
8677,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,SONIC 150 R,5000000,35,1
8678,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,3700000,35,1
8679,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,7400000,35,1
8680,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW R15 155 VVA,4800000,35,1
8681,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,1800000,33,1
8682,GIRIASIH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 250SE+ABS,15000000,35,0
8683,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,KAWASAKI,D-TRACKER 150,16000000,35,1
8684,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
8685,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,2300000,35,1
8686,CILILIN,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY,2700000,35,0
8687,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,REVO X,2000000,35,1
8688,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,ADV 150 CBS,5000000,34,1
8689,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2300000,35,0
8690,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,3000000,35,1
8691,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEWBEATPESPCBSISSCOM,1900000,35,1
8692,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,35,1
8693,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,X - RIDE,1800000,35,0
8694,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 250SE+ABS,14900000,41,1
8695,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW X-RIDE 125,8700000,35,1
8696,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,4800000,35,1
8697,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA,6500000,35,1
8698,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,GSX R 150,5700000,35,0
8699,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,PIAGGIO,VESPA LX 150 IE,4750000,35,0
8700,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2600000,35,1
8701,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1900000,35,1
8702,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,ADV 150 ABS,4500000,35,1
8703,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,2400000,35,0
8704,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,ADV 150 CBS,5000000,35,1
8705,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 CBS ISS,1090000,36,1
8706,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,BYSON,2600000,35,0
8707,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,R25,11900000,35,0
8708,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,R15,7800000,35,1
8709,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
8710,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2600000,35,1
8711,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,3700000,35,1
8712,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2300000,35,0
8713,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4300000,35,0
8714,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CBS FI,1600000,35,0
8715,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,BENELLI,MOTOBI 200,5000000,29,1
8716,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3500000,35,0
8717,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150,7000000,35,1
8718,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6800000,35,0
8719,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CBS FI,1400000,35,1
8720,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XABRE,4200000,41,0
8721,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,3800000,35,1
8722,CIKOLE,LEMBANG,KAB. BANDUNG,MOTOR BARU,YAMAHA,N-MAX,3400000,35,1
8723,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,4100000,35,1
8724,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,3500000,35,1
8725,WARGASALUYU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX 150,3300000,35,1
8726,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
8727,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW JUPITER MX CW,1700000,35,0
8728,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW,1300000,35,0
8729,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,BENELLI,LEONCINO 250,15000000,35,1
8730,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3700000,35,1
8731,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2000000,35,1
8732,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NSCOOPY FI CLSC MTRO,2100000,35,1
8733,TUGUMUKTI,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35,1
8734,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,X - RIDE,1800000,35,0
8735,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,2000000,35,1
8736,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2300000,35,0
8737,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,2000000,35,1
8738,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,JUPITER MX KING 150,7700000,33,1
8739,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW VARIO TECHNO CBS,2800000,35,0
8740,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2000000,35,0
8741,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2000000,35,1
8742,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,2900000,35,1
8743,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY,2100000,35,0
8744,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,CBR 250R STD,19200000,35,1
8745,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CW FI,2000000,35,1
8746,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW VIXION R,4700000,35,1
8747,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,2900000,33,1
8748,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,X - RIDE,1150000,35,0
8749,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,3200000,35,1
8750,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2000000,33,1
8751,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA,9149940,60,1
8752,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4500000,35,1
8753,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35,1
8754,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,2100000,35,1
8755,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,2200000,35,1
8756,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3300000,35,1
8757,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,1900000,35,1
8758,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,GSX R 150,3700000,35,0
8759,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW VIXION,5700000,35,1
8760,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,0
8761,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,FREEGO S,3000000,35,1
8762,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW,2700000,35,1
8763,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,3400000,35,1
8764,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3400000,29,1
8765,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,3200000,35,0
8766,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,4000000,35,0
8767,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NMAX ABS,5600000,35,1
8768,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4600000,35,0
8769,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,SCOOPY ESP,2200000,35,1
8770,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2000000,33,1
8771,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 CBS,4000000,35,1
8772,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,2900000,35,1
8773,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,2600000,35,1
8774,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,1900000,33,1
8775,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4500000,35,1
8776,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,4100000,35,1
8777,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,3200000,35,1
8778,BATUJAJAR BARAT,BATUJAJAR,KAB. BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3000000,35,0
8779,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2000000,35,1
8780,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,3000000,35,1
8781,KARYAWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4600000,29,1
8782,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,10800000,33,1
8783,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,12430600,17,0
8784,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,35,1
8785,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
8786,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,1
8787,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3000000,33,1
8788,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,7500000,17,0
8789,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW JUPITER MX CW,1068360,23,0
8790,BONGAS,CILILIN,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA RR,4300000,23,0
8791,SINDANGKERTA,SINDANGKERTA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1800000,17,0
8792,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,3400000,33,1
8793,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6100000,29,1
8794,CIWARUGA,PARONGPONG,KAB. BANDUNG,MOTOR BARU,HONDA,GENIO CBS,3700000,33,1
8795,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,3300000,17,0
8796,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250 FI,8700000,35,0
8797,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3000000,35,0
8798,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,CBR 150 R,3300000,23,0
8799,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,33,1
8800,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,4800000,35,0
8801,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2800000,35,0
8802,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,7500000,23,0
8803,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2400000,35,0
8804,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,3100000,35,1
8805,SADANGMEKAR,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,3400000,35,1
8806,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3300000,23,0
8807,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BARU,VIAR,CROSS X 150,3500000,35,1
8808,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2685900,23,0
8809,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,ALL NEW R15 155 VVA,4100000,35,1
8810,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4100000,35,1
8811,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 CBS ISS,3500000,33,1
8812,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3000000,23,0
8813,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,8402000,12,0
8814,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3200000,35,0
8815,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,1715180,23,0
8816,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT FI CW PLUS,2814240,28,1
8817,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,1737568,30,1
8818,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 AKS SSS,1469605,29,0
8819,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO S,473536,32,0
8820,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CBS FI,1665798,30,0
8821,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CBS FI,330668,33,0
8822,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,2335397,31,1
8823,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,KAWASAKI,NEW NINJA 150 RR,3220440,35,0
8824,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,1235683,34,1
8825,CIJAMBU,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,10800000,35,1
8826,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6200000,35,1
8827,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2932880,23,0
8828,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NSCOOPY FI CLSC MTRO,4100000,35,1
8829,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,3100000,35,1
8830,CITAPEN,CIHAMPELAS,KAB. BANDUNG,MOTOR BARU,HONDA,SONIC 150 R,6000000,35,1
8831,GADOBANGKONG,NGAMPRAH,KAB. BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,5000000,35,1
8832,MEKARJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2741400,23,0
8833,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,35,1
8834,LEBAK SILIWANGI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,23,1
8835,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2800000,23,0
8836,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,5300000,23,1
8837,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),3900000,35,0
8838,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3500000,35,0
8839,MEKARWANGI,LEMBANG,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,33,1
8840,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 150 ABS,4900000,23,1
8841,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,10700000,23,1
8842,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY RETRO,6404934,20,1
8843,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,4526669,21,1
8844,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,2710760,23,0
8845,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,4600000,35,0
8846,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6300000,35,0
8847,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7500000,35,1
8848,CIMAREME,NGAMPRAH,KAB. BANDUNG,MOTOR BEKAS,KAWASAKI,W175 SE,6100000,35,0
8849,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,7600000,29,1
8850,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,REVO FIT,1058280,23,0
8851,KARYAWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW SOUL GT 125,2000000,23,0
8852,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250,11300000,35,0
8853,BARANANGSIANG,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4500000,29,1
8854,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3300000,24,0
8855,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,5568600,17,0
8856,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1800000,35,0
8857,GIRIMUKTI,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,8500000,35,1
8858,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,5000000,29,0
8859,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,X - RIDE,2000000,35,0
8860,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
8861,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2300000,23,0
8862,JATI,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,3900000,29,0
8863,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5200000,29,1
8864,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,5000000,33,1
